Query,Label,Attack_Type
"   SELECT 'Customer' AS Type, ContactName, City, CountryFROM Customers  UNIONSELECT 'Supplier', ContactName, City, Country",0,Benign
SELECT column_name ( s )   FROM table_name,0,Benign
"   SELECT COUNT ( CustomerID ) , CountryFROM CustomersGROUP BY Country;",0,Benign
"   SELECT COUNT ( CustomerID ) , CountryFROM CustomersGROUP BY Country",0,Benign
"   SELECT Shippers.ShipperName, COUNT ( Orders.OrderID )  AS NumberOfOrders FROM    OrdersLEFT JOIN Shippers ON Orders.ShipperID  =  Shippers.ShipperID  GROUP BY ShipperName;",0,Benign
"   SELECT Employees.LastName, COUNT ( Orders.OrderID )  AS NumberOfOrdersFROM    ( OrdersINNER JOIN Employees ON Orders.EmployeeID  =  Employees.EmployeeID ) ",0,Benign
"   SELECT Employees.LastName, COUNT ( Orders.OrderID )  AS NumberOfOrdersFROM Orders  INNER JOIN Employees ON Orders.EmployeeID  =  Employees.EmployeeID",0,Benign
" SELECT swung, desertFROM by",0,Benign
SELECT * FROM positive,0,Benign
SELECT interest FROM blow,0,Benign
SELECT DISTINCT duty FROM damage,0,Benign
SELECT COUNT ( DISTINCT hold )  FROM organization,0,Benign
SELECT Count ( * )  AS office,0,Benign
FROM  ( SELECT DISTINCT combination FROM sight ) ,0,Benign
SELECT * FROM baby,0,Benign
SELECT * FROM dish WHERE mail = 'wet',0,Benign
SELECT * FROM outer  WHERE headed = grain,0,Benign
SELECT * FROM fox WHERE four = 'tank'  AND City = 'carefully',0,Benign
SELECT * FROM left WHERE welcome = 'throat'  OR football = 'ago',0,Benign
SELECT * FROM son WHERE connected = 'live'  OR driven = 'proper',0,Benign
SELECT * FROM door WHERE    NOT pleasant = 'local',0,Benign
SELECT * FROM spend WHERE gas = 'weather'  AND  ( research = 'rising' OR mine = 'molecular' ) ,0,Benign
SELECT * FROM curve WHERE NOT that = 'try'  AND NOT case = 'history',0,Benign
SELECT * FROM sheep ORDER BY difference,0,Benign
SELECT * FROM origin ORDER BY winter DESC,0,Benign
" SELECT * FROM outside ORDER BY move, pink",0,Benign
" SELECT * FROM manner ORDER BY ten ASC, winter DESC",0,Benign
"INSERT INTO motor ( gasoline, something, single, because, below, announced )  VALUES  ( 'gather', 'produce'. fight', 'chart', 'plate', 'meat', 'nose' )  ",0,Benign
"INSERT INTO began  ( main, break, continued )  VALUES  ( 'accident', 'nation', 'fireplace' )  ",0,Benign
"   SELECT facing, mile, shells FROM equal WHERE dirty  IS NULL",0,Benign
"   SELECT softly, sets, helpFROM stepped WHERE jack  IS NOT NULL",0,Benign
"  UPDATE fact SET is =  'proud', City =  'thin' WHERE provide =  dried",0,Benign
 UPDATE seems SET some = 'flag'WHERE son = 'distant',0,Benign
SELECT * FROM strange,0,Benign
DELETE FROM check WHERE carry = 'yet',0,Benign
DELETE FROM interest,0,Benign
SELECT power ( s )  FROM correctly,0,Benign
SELECT * FROM  ( SELECT pour FROM word ) ,0,Benign
SELECT TOP 3 * FROM yellow,0,Benign
SELECT * FROM size 3,0,Benign
SELECT * FROM after FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT TOP 50 PERCENT * FROM sense,0,Benign
SELECT * FROM neck FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT TOP 3 * FROM particular WHERE rise = 'treated',0,Benign
SELECT * FROM greatly WHERE total = 'symbol' LIMIT 3,0,Benign
SELECT * FROM farm WHERE grass = 'material' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT MIN ( hung )  AS shaking FROM breakfast,0,Benign
SELECT MIN ( height )  AS lost FROM fair,0,Benign
SELECT * FROM  ( SELECT girl FROM improve ) ,0,Benign
SELECT TOP 3 * FROM direction SELECT * FROM theory 3SELECT * FROM tail,0,Benign
SELECT * FROM mirror 3 SELECT * FROM pleasant,0,Benign
SELECT * FROM firm FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM quite,0,Benign
SELECT TOP 50 PERCENT * FROM fur SELECT * FROM hungry FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM vast,0,Benign
SELECT * FROM exist FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM press,0,Benign
SELECT TOP 3 * FROM wild WHERE laid = 'same' SELECT * FROM provide,0,Benign
SELECT * FROM escape WHERE everybody = 'action' LIMIT 3,0,Benign
SELECT * FROM of WHERE garden = 'observe' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT AVG ( theory ) FROM none,0,Benign
SELECT * FROM comfortable WHERE driven NOT LIKE '[read]%',0,Benign
SELECT AVG ( exact ) FROM bee SELECT SUM ( battle ) ,0,Benign
SELECT AVG ( cannot ) FROM recognize SELECT SUM ( duck ) ,0,Benign
SELECT AVG ( camera )  FROM apart  SELECT SUM ( thick ) ,0,Benign
SELECT COUNT ( depend ) FROM discuss,0,Benign
SELECT COUNT ( gravity ) FROM zebra,0,Benign
SELECT AVG ( forty ) FROM obtain,0,Benign
SELECT * FROM longer WHERE activity NOT LIKE 'five%',0,Benign
SELECT * FROM pencil WHERE newspaper LIKE '%anyone%',0,Benign
SELECT * FROM gray  WHERE lack NOT LIKE '[detail]%',0,Benign
"  SELECT * FROM glass WHERE life IN  ( 'fall', 'slip', 'heat' )  ",0,Benign
"  SELECT * FROM directly WHERE hard NOT IN  ( 'lucky', 'bottom', 'earth' )  ",0,Benign
SELECT * FROM sudden WHERE bill IN  ( SELECT spend FROM something ) ,0,Benign
SELECT * FROM instance WHERE planet  BETWEEN 10 AND 20,0,Benign
SELECT * FROM business WHERE Price NOT BETWEEN 10 AND 20,0,Benign
SELECT * FROM upper WHERE mainly BETWEEN 'these' AND 'clay',0,Benign
"SELECT * FROM heavy WHERE part BETWEEN ""deer"" AND    ""eleven""",0,Benign
SELECT * FROM other WHERE spread NOT BETWEEN 'supply' AND 'barn',0,Benign
SELECT * FROM sky WHERE being BETWEEN spell09/01/1996throat AND fish15/31/1996unless,0,Benign
SELECT * FROM angry WHERE apart BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
SELECT AVG ( coming ) FROM frame SELECT SUM ( test ) ,0,Benign
SELECT COUNT ( must )  FROM local,0,Benign
SELECT COUNT ( comfortableID ) FROM tree,0,Benign
SELECT AVG ( Price ) FROM consider,0,Benign
SELECT * FROM short WHERE by BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
"  SELECT queenID AS ID, toy AS unusual FROM bank",0,Benign
"  SELECT shallowID AS ID, service AS carry FROM topic",0,Benign
"  SELECT surprise AS dear, rest AS [yard]  FROM especially",0,Benign
"   SELECT rose, taste+ ', ' + money+ ' ' + stick+ ', ' + handsome AS disappear  FROM guard",0,Benign
SELECT later ( s ) FROM member INNER JOIN,0,Benign
"   SELECT second,term,jack,affect,field     (  (  cup JOIN shoe ON add.orange =  space.contain )   INNER JOIN tipON Orders.percent =  distance.changeID ) ",0,Benign
SELECT steady ( s )  FROM felt LEFT JOIN,0,Benign
"  SELECT tired,zero,symbol FROM left LEFT JOIN Orders ON position.elephantID =  fairly.pink ORDER BY tropical.gas",0,Benign
SELECT farther ( s FROM two RIGHT JOIN,0,Benign
"  SELECT Orders.hellorID, Employees.usual, Employees.reader FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.serviceID ORDER BY Orders.fightingID",0,Benign
SELECT promised ( s )  FROM itself FULL OUTER JOIN,0,Benign
" SELECT column_name ( s )  FROM describe,came",0,Benign
SELECT mix ( s )  FROM solar UNION,0,Benign
SELECT return ( s )  FROM wait SELECT sound ( s ) ,0,Benign
SELECT pie ( s )  FROM ran UNION ALL,0,Benign
SELECT sunlight ( s )  FROM mix SELECT toward FROM mostly,0,Benign
SELECT student FROM wore UNION SELECT sang FROM pour ORDER BY habit,0,Benign
SELECT shore FROM land UNION ALL SELECT president FROM feel ORDER BY race,0,Benign
"  SELECT just,bridge FROM sang WHERE form = 'enter' UNION SELECT mean, can FROM anyone",0,Benign
"   SELECT COUNT ( immediately ) , policeman FROM length BY seldom",0,Benign
"   SELECT Employees.poet, COUNT ( Orders.townID )  AS shallowFROM    ( OrdersINNER JOIN spent ON Orders.passageID  =  Employees.valuableID ) ",0,Benign
SELECT * FROM mainly FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT machine,0,Benign
SELECT * FROM relationship,0,Benign
SELECT tool FROM coffee,0,Benign
SELECT DISTINCT command FROM gradually,0,Benign
SELECT COUNT ( DISTINCT no )  FROM there,0,Benign
SELECT Count ( * )  AS definition,0,Benign
FROM  ( SELECT DISTINCT hit FROM balloon ) ,0,Benign
SELECT * FROM country,0,Benign
SELECT * FROM anyway WHERE color = 'yet',0,Benign
SELECT * FROM yet WHERE slave = 'top',0,Benign
SELECT * FROM industrial  WHERE drew = rice,0,Benign
SELECT * FROM twelve WHERE example = 'use'  AND City = 'unless',0,Benign
SELECT * FROM interior WHERE themselves = 'compare'  OR verb = 'rain',0,Benign
SELECT * FROM football WHERE shaking = 'sport'  OR clothing = 'oil',0,Benign
SELECT * FROM women WHERE    NOT group = 'verb',0,Benign
SELECT * FROM did WHERE body = 'pound'  AND  ( pour = 'original' OR tank = 'course' ) ,0,Benign
SELECT * FROM frozen WHERE NOT crowd = 'forward'  AND NOT nor = 'soil',0,Benign
SELECT * FROM surrounded ORDER BY ear,0,Benign
SELECT * FROM against ORDER BY sky DESC,0,Benign
" SELECT * FROM managed ORDER BY official, air",0,Benign
" SELECT * FROM smell ORDER BY grow ASC, religious DESC",0,Benign
"INSERT INTO nobody ( trade, happen, amount, usual, interest, pony )  VALUES  ( 'supply', 'folks'. lonely', 'moving', 'contain', 'weight', 'opinion' )  ",0,Benign
"INSERT INTO shelter  ( third, disease, dance )  VALUES  ( 'cause', 'wrote', 'eight' )  ",0,Benign
"   SELECT handsome, brain, breakfast FROM port WHERE rule  IS NULL",0,Benign
"   SELECT rod, create, seldomFROM happily WHERE idea  IS NOT NULL",0,Benign
"  UPDATE putting SET charge =  'went', City =  'dozen' WHERE signal =  rate",0,Benign
 UPDATE practical SET hang = 'fellow'WHERE carried = 'mark',0,Benign
SELECT * FROM chosen,0,Benign
DELETE FROM behavior WHERE brain = 'unhappy',0,Benign
DELETE FROM half,0,Benign
SELECT color ( s )  FROM mixture,0,Benign
SELECT * FROM  ( SELECT development FROM traffic ) ,0,Benign
SELECT TOP 3 * FROM pet,0,Benign
SELECT * FROM explore 3,0,Benign
SELECT * FROM anybody FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT TOP 50 PERCENT * FROM flies,0,Benign
SELECT * FROM everything FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT TOP 3 * FROM search WHERE weak = 'rate',0,Benign
SELECT * FROM yourself WHERE degree = 'nest' LIMIT 3,0,Benign
SELECT * FROM grabbed WHERE mass = 'pictured' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT MIN ( that )  AS declared FROM future,0,Benign
SELECT MIN ( else )  AS force FROM engineer,0,Benign
SELECT * FROM  ( SELECT excited FROM principle ) ,0,Benign
SELECT TOP 3 * FROM tune SELECT * FROM feel 3SELECT * FROM statement,0,Benign
SELECT * FROM wealth 3 SELECT * FROM mail,0,Benign
SELECT * FROM since FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM toward,0,Benign
SELECT TOP 50 PERCENT * FROM trap SELECT * FROM toy FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM tube,0,Benign
SELECT * FROM make FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM magic,0,Benign
SELECT TOP 3 * FROM threw WHERE home = 'instant' SELECT * FROM opportunity,0,Benign
SELECT * FROM lion WHERE cell = 'arrow' LIMIT 3,0,Benign
SELECT * FROM rush WHERE car = 'cowboy' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT AVG ( know ) FROM toward,0,Benign
SELECT * FROM thee WHERE shaking NOT LIKE '[kill]%',0,Benign
SELECT AVG ( wind ) FROM certain SELECT SUM ( hospital ) ,0,Benign
SELECT AVG ( exchange ) FROM division SELECT SUM ( suit ) ,0,Benign
SELECT AVG ( window )  FROM simply  SELECT SUM ( thick ) ,0,Benign
SELECT COUNT ( add ) FROM pure,0,Benign
SELECT COUNT ( baby ) FROM recent,0,Benign
SELECT AVG ( truth ) FROM electric,0,Benign
SELECT * FROM paper WHERE night NOT LIKE 'basic%',0,Benign
SELECT * FROM important WHERE pair LIKE '%safety%',0,Benign
SELECT * FROM verb  WHERE forgot NOT LIKE '[arrow]%',0,Benign
"  SELECT * FROM layers WHERE dropped IN  ( 'cold', 'population', 'path' )  ",0,Benign
"  SELECT * FROM teach WHERE atomic NOT IN  ( 'beginning', 'press', 'bag' )  ",0,Benign
SELECT * FROM calm WHERE past IN  ( SELECT system FROM develop ) ,0,Benign
SELECT * FROM very WHERE fresh  BETWEEN 10 AND 20,0,Benign
SELECT * FROM down WHERE Price NOT BETWEEN 10 AND 20,0,Benign
SELECT * FROM spend WHERE because BETWEEN 'union' AND 'remember',0,Benign
"SELECT * FROM fruit WHERE winter BETWEEN ""shoot"" AND    ""tape""",0,Benign
SELECT * FROM port WHERE goes NOT BETWEEN 'some' AND 'underline',0,Benign
SELECT * FROM cost WHERE century BETWEEN kept09/01/1996meal AND smile15/31/1996forward,0,Benign
SELECT * FROM swing WHERE explain BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
SELECT AVG ( sat ) FROM character SELECT SUM ( practical ) ,0,Benign
SELECT COUNT ( dawn )  FROM discuss,0,Benign
SELECT COUNT ( cuttingID ) FROM way,0,Benign
SELECT AVG ( Price ) FROM melted,0,Benign
SELECT * FROM became WHERE term BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
"  SELECT birdsID AS ID, suit AS still FROM rubbed",0,Benign
"  SELECT shoutID AS ID, provide AS student FROM harder",0,Benign
"  SELECT complete AS middle, welcome AS [consist]  FROM terrible",0,Benign
"   SELECT canal, crew+ ', ' + sent+ ' ' + log+ ', ' + bat AS needed  FROM further",0,Benign
SELECT fur ( s ) FROM classroom INNER JOIN,0,Benign
"   SELECT after,magic,trunk,principal,proud     (  (  jar JOIN can ON orbit.shut =  clean.us )   INNER JOIN storyON Orders.develop =  consider.worriedID ) ",0,Benign
SELECT bell ( s )  FROM only LEFT JOIN,0,Benign
"  SELECT daughter,plural,human FROM slept LEFT JOIN Orders ON business.layID =  too.beside ORDER BY slip.upon",0,Benign
SELECT movie ( s FROM running RIGHT JOIN,0,Benign
"  SELECT Orders.roperID, Employees.pitch, Employees.grain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.headingID ORDER BY Orders.loveID",0,Benign
SELECT so ( s )  FROM love FULL OUTER JOIN,0,Benign
" SELECT column_name ( s )  FROM plain,amount",0,Benign
SELECT everywhere ( s )  FROM also UNION,0,Benign
SELECT outer ( s )  FROM object SELECT waste ( s ) ,0,Benign
SELECT start ( s )  FROM success UNION ALL,0,Benign
SELECT cheese ( s )  FROM daughter SELECT grass FROM soft,0,Benign
SELECT matter FROM frog UNION SELECT cheese FROM length ORDER BY environment,0,Benign
SELECT themselves FROM riding UNION ALL SELECT might FROM rose ORDER BY dangerous,0,Benign
"  SELECT mix,iron FROM least WHERE rear = 'terrible' UNION SELECT railroad, everybody FROM is",0,Benign
"   SELECT COUNT ( completely ) , hole FROM experiment BY graph",0,Benign
"   SELECT Employees.count, COUNT ( Orders.stepID )  AS fiftyFROM    ( OrdersINNER JOIN reason ON Orders.panID  =  Employees.signalID ) ",0,Benign
SELECT * FROM piano FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT land,0,Benign
SELECT * FROM kitchen,0,Benign
SELECT pass FROM rise,0,Benign
SELECT DISTINCT fuel FROM substance,0,Benign
SELECT COUNT ( DISTINCT national )  FROM good,0,Benign
SELECT Count ( * )  AS health,0,Benign
FROM  ( SELECT DISTINCT tongue FROM settle ) ,0,Benign
SELECT * FROM good,0,Benign
SELECT * FROM apart WHERE composed = 'bicycle',0,Benign
SELECT * FROM mood WHERE field = 'fed',0,Benign
SELECT * FROM tall  WHERE hung = brief,0,Benign
SELECT * FROM identity WHERE influence = 'taste'  AND City = 'five',0,Benign
SELECT * FROM storm WHERE damage = 'married'  OR cattle = 'pipe',0,Benign
SELECT * FROM easier WHERE soon = 'hunt'  OR minerals = 'from',0,Benign
SELECT * FROM sit WHERE    NOT am = 'start',0,Benign
SELECT * FROM hunter WHERE off = 'either'  AND  ( thing = 'little' OR each = 'question' ) ,0,Benign
SELECT * FROM mighty WHERE NOT guard = 'distance'  AND NOT far = 'government',0,Benign
SELECT * FROM who ORDER BY climate,0,Benign
SELECT * FROM question ORDER BY essential DESC,0,Benign
" SELECT * FROM eat ORDER BY forest, alone",0,Benign
" SELECT * FROM serious ORDER BY wrote ASC, spin DESC",0,Benign
"INSERT INTO open ( recent, somehow, forth, fighting, roll, missing )  VALUES  ( 'age', 'pool'. success', 'waste', 'tip', 'satisfied', 'morning' )  ",0,Benign
"INSERT INTO seldom  ( tomorrow, nearly, scientific )  VALUES  ( 'grew', 'vegetable', 'tongue' )  ",0,Benign
"   SELECT thy, think, paint FROM cast WHERE top  IS NULL",0,Benign
"   SELECT bottom, leave, tasteFROM coming WHERE life  IS NOT NULL",0,Benign
"  UPDATE slave SET ride =  'lips', City =  'give' WHERE pilot =  cow",0,Benign
 UPDATE express SET several = 'young'WHERE route = 'paper',0,Benign
SELECT * FROM nine,0,Benign
DELETE FROM favorite WHERE tobacco = 'standard',0,Benign
DELETE FROM present,0,Benign
SELECT poet ( s )  FROM question,0,Benign
SELECT * FROM  ( SELECT place FROM likely ) ,0,Benign
SELECT TOP 3 * FROM weather,0,Benign
SELECT * FROM rain 3,0,Benign
SELECT * FROM negative FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT TOP 50 PERCENT * FROM act,0,Benign
SELECT * FROM planned FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT TOP 3 * FROM through WHERE thousand = 'slow',0,Benign
SELECT * FROM loose WHERE section = 'border' LIMIT 3,0,Benign
SELECT * FROM line WHERE map = 'connected' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT MIN ( religious )  AS bottom FROM situation,0,Benign
SELECT MIN ( wood )  AS union FROM disease,0,Benign
SELECT * FROM  ( SELECT problem FROM exercise ) ,0,Benign
SELECT TOP 3 * FROM round SELECT * FROM pig 3SELECT * FROM pan,0,Benign
SELECT * FROM congress 3 SELECT * FROM page,0,Benign
SELECT * FROM real FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM traffic,0,Benign
SELECT TOP 50 PERCENT * FROM wait SELECT * FROM eight FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM present,0,Benign
SELECT * FROM open FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM brass,0,Benign
SELECT TOP 3 * FROM hay WHERE religious = 'battle' SELECT * FROM slip,0,Benign
SELECT * FROM close WHERE found = 'pool' LIMIT 3,0,Benign
SELECT * FROM with WHERE loose = 'have' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT AVG ( hospital ) FROM crop,0,Benign
SELECT * FROM came WHERE already NOT LIKE '[matter]%',0,Benign
SELECT AVG ( ourselves ) FROM bottle SELECT SUM ( back ) ,0,Benign
SELECT AVG ( phrase ) FROM ahead SELECT SUM ( related ) ,0,Benign
SELECT AVG ( mixture )  FROM raw  SELECT SUM ( pattern ) ,0,Benign
SELECT COUNT ( money ) FROM center,0,Benign
SELECT COUNT ( top ) FROM broken,0,Benign
SELECT AVG ( but ) FROM coming,0,Benign
SELECT * FROM composition WHERE cookies NOT LIKE 'useful%',0,Benign
SELECT * FROM mean WHERE market LIKE '%explore%',0,Benign
SELECT * FROM column  WHERE star NOT LIKE '[drawn]%',0,Benign
"  SELECT * FROM anyway WHERE sheep IN  ( 'gulf', 'silly', 'fill' )  ",0,Benign
"  SELECT * FROM pressure WHERE affect NOT IN  ( 'hair', 'shop', 'labor' )  ",0,Benign
SELECT * FROM building WHERE saw IN  ( SELECT general FROM lift ) ,0,Benign
SELECT * FROM dirty WHERE fellow  BETWEEN 10 AND 20,0,Benign
SELECT * FROM bar WHERE Price NOT BETWEEN 10 AND 20,0,Benign
SELECT * FROM invented WHERE remember BETWEEN 'nearer' AND 'rose',0,Benign
"SELECT * FROM pencil WHERE stop BETWEEN ""frighten"" AND    ""whale""",0,Benign
SELECT * FROM whatever WHERE health NOT BETWEEN 'into' AND 'managed',0,Benign
SELECT * FROM think WHERE property BETWEEN kill09/01/1996flag AND yourself15/31/1996love,0,Benign
SELECT * FROM strange WHERE rabbit BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
SELECT AVG ( official ) FROM flame SELECT SUM ( mental ) ,0,Benign
SELECT COUNT ( relationship )  FROM value,0,Benign
SELECT COUNT ( roomID ) FROM tobacco,0,Benign
SELECT AVG ( Price ) FROM compare,0,Benign
SELECT * FROM have WHERE unless BETWEEN '1996-07-01' AND '1996-07-31',0,Benign
"  SELECT planetID AS ID, grew AS knew FROM ranch",0,Benign
"  SELECT goID AS ID, making AS opposite FROM function",0,Benign
"  SELECT gave AS add, welcome AS [river]  FROM officer",0,Benign
"   SELECT measure, they+ ', ' + declared+ ' ' + repeat+ ', ' + entire AS catch  FROM hospital",0,Benign
SELECT slight ( s ) FROM transportation INNER JOIN,0,Benign
"   SELECT troops,thousand,someone,energy,took     (  (  handle JOIN hello ON union.fish =  little.natural )   INNER JOIN keepON Orders.sides =  police.morningID ) ",0,Benign
SELECT depend ( s )  FROM larger LEFT JOIN,0,Benign
"  SELECT standard,factory,lying FROM receive LEFT JOIN Orders ON dangerous.circusID =  guess.sand ORDER BY us.stems",0,Benign
SELECT writer ( s FROM black RIGHT JOIN,0,Benign
"  SELECT Orders.strongerrID, Employees.usual, Employees.tobacco FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.metID ORDER BY Orders.taskID",0,Benign
SELECT headed ( s )  FROM threw FULL OUTER JOIN,0,Benign
" SELECT column_name ( s )  FROM ago,alike",0,Benign
SELECT apple ( s )  FROM rice UNION,0,Benign
SELECT conversation ( s )  FROM sit SELECT involved ( s ) ,0,Benign
SELECT yesterday ( s )  FROM trip UNION ALL,0,Benign
SELECT therefore ( s )  FROM weak SELECT pleasant FROM radio,0,Benign
SELECT agree FROM sink UNION SELECT brown FROM ill ORDER BY describe,0,Benign
SELECT wonderful FROM effort UNION ALL SELECT former FROM so ORDER BY center,0,Benign
"  SELECT occur,clothes FROM oil WHERE remain = 'quarter' UNION SELECT plane, zipper FROM zoo",0,Benign
"   SELECT COUNT ( printed ) , zoo FROM struggle BY dish",0,Benign
"   SELECT Employees.fact, COUNT ( Orders.studyingID )  AS ponyFROM    ( OrdersINNER JOIN studied ON Orders.resultID  =  Employees.vastID ) ",0,Benign
SELECT * FROM earlier FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT we,0,Benign
SELECT * FROM bottom,0,Benign
SELECT adventure FROM farm,0,Benign
SELECT DISTINCT shape FROM carbon,0,Benign
SELECT COUNT ( DISTINCT beautiful )  FROM lying,0,Benign
SELECT Count ( * )  AS year,0,Benign
FROM  ( SELECT DISTINCT ocean FROM teacher ) ,0,Benign
SELECT * FROM tape,0,Benign
SELECT * FROM off WHERE motion = 'no',0,Benign
SELECT * FROM buy WHERE successful = 'cup',0,Benign
SELECT * FROM yourself  WHERE planet = buy,0,Benign
SELECT * FROM low WHERE eleven = 'properly'  AND City = 'ice',0,Benign
SELECT * FROM only WHERE try = 'title'  OR made = 'type',0,Benign
SELECT * FROM clear WHERE slipped = 'building'  OR aware = 'colony',0,Benign
SELECT * FROM taken WHERE    NOT yesterday = 'saddle',0,Benign
SELECT * FROM graph WHERE tower = 'actual'  AND  ( gas = 'these' OR yard = 'eat' ) ,0,Benign
SELECT * FROM spin WHERE NOT system = 'allow'  AND NOT law = 'current',0,Benign
SELECT * FROM camp ORDER BY ants,0,Benign
SELECT * FROM husband ORDER BY example DESC,0,Benign
" SELECT * FROM held ORDER BY today, mistake",0,Benign
" SELECT * FROM refused ORDER BY function ASC, stiff DESC",0,Benign
"INSERT INTO parts ( shake, mouse, crew, birthday, surrounded, bark )  VALUES  ( 'length', 'enemy'. kept', 'truth', 'smoke', 'could', 'about' )  ",0,Benign
"INSERT INTO silly  ( respect, receive, circle )  VALUES  ( 'nodded', 'statement', 'beauty' )  ",0,Benign
"   SELECT speech, somewhere, forget FROM putting WHERE on  IS NULL",0,Benign
"   SELECT few, idea, coolFROM hour WHERE adjective  IS NOT NULL",0,Benign
"  UPDATE keep SET rice =  'pine', City =  'tower' WHERE birds =  split",0,Benign
 UPDATE atmosphere SET quiet = 'chart'WHERE movie = 'speech',0,Benign
SELECT * FROM solid,0,Benign
DELETE FROM deal WHERE behavior = 'white',0,Benign
DELETE FROM sail,0,Benign
SELECT shade ( s )  FROM yard,0,Benign
SELECT * FROM  ( SELECT minute FROM lake ) ,0,Benign
SELECT TOP 3 * FROM home,0,Benign
SELECT * FROM allow 3,0,Benign
SELECT * FROM inch FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT TOP 50 PERCENT * FROM influence,0,Benign
SELECT * FROM kept FETCH FIRST 50 PERCENT ROWS ONLY,0,Benign
SELECT TOP 3 * FROM might WHERE hit = 'common',0,Benign
SELECT * FROM arrow WHERE nodded = 'night' LIMIT 3,0,Benign
SELECT * FROM bowl WHERE reader = 'riding' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT MIN ( right )  AS different FROM factor,0,Benign
SELECT MIN ( around )  AS major FROM found,0,Benign
SELECT * FROM  ( SELECT list FROM difference ) ,0,Benign
SELECT TOP 3 * FROM caught SELECT * FROM pretty 3SELECT * FROM beneath,0,Benign
SELECT * FROM anyone 3 SELECT * FROM base,0,Benign
SELECT * FROM voyage FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM wheel,0,Benign
SELECT TOP 50 PERCENT * FROM wait SELECT * FROM gather FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grown,0,Benign
SELECT * FROM history FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM seldom,0,Benign
SELECT TOP 3 * FROM influence WHERE rear = 'straight' SELECT * FROM specific,0,Benign
SELECT * FROM child WHERE today = 'depth' LIMIT 3,0,Benign
SELECT * FROM flag WHERE worse = 'make' FETCH FIRST 3 ROWS ONLY,0,Benign
SELECT AVG ( rice ) FROM car,0,Benign
SELECT * FROM language WHERE circus NOT LIKE '[declared]%',0,Benign
SELECT AVG ( development ) FROM organized SELECT SUM ( mostly ) ,0,Benign
SELECT AVG ( impossible ) FROM pilot SELECT SUM ( by ) ,0,Benign
SELECT AVG ( from )  FROM farmer  SELECT SUM ( thirty ) ,0,Benign
SELECT COUNT ( opposite ) FROM it,0,Benign
SELECT COUNT ( seven ) FROM mother,0,Benign
SELECT AVG ( kept ) FROM pupil,0,Benign
SELECT * FROM grade WHERE yellow NOT LIKE 'including%',0,Benign
SELECT * FROM fact WHERE spring LIKE '%tower%',0,Benign
SELECT * FROM either  WHERE changing NOT LIKE '[require]%',0,Benign
"  SELECT * FROM tide WHERE pie IN  ( 'particles', 'count', 'knife' )  ",0,Benign
"  SELECT * FROM young WHERE happily NOT IN  ( 'flower', 'whose', 'within' )  ",0,Benign
SELECT * FROM angry WHERE foreign IN  ( SELECT smallest FROM separate ) ,0,Benign
SELECT * FROM organized WHERE trunk  BETWEEN 10 AND 20,0,Benign
SELECT * FROM personal WHERE Price NOT BETWEEN 10 AND 20,0,Benign
SELECT * FROM corn WHERE bite BETWEEN 'at' AND 'share',0,Benign
